ocm_id,title,city,state,lat,lon,status,status_title,num_points,date_last_update,usage_cost,connections,power_kw_max,network
342407,4TH ST 1 4TH ST 1,Davis,CA,38.546521,-121.738743,,,,2025-06-24T07:26:00Z,,,3.7,
124451,4th and G Plaza Public Parking Garage,Davis,CA,38.54643,-121.7388,,,,2025-06-24T07:26:00Z,,,3.7,
124449,Yolo-Solano Air Quality Management District,Davis,CA,38.54246,-121.7279,,,,2025-06-24T07:26:00Z,,,3.7,
124450,Davis Amtrak Station,Davis,CA,38.54423248694019,-121.73780818208434,,,,2022-04-07T02:44:00Z,,,3.7,
2757,Davis Amtrak Station,Davis,CA,38.5443,-121.738,,,,2025-06-24T07:26:00Z,,,3.7,
342389,Oakshade Town Center - Tesla Supercharger,Davis,CA,38.542542,-121.725807,,,,2025-06-24T07:26:00Z,,,50.0,
172275,"Davis, CA Supercharger",Davis,CA,38.542542,-121.725807,,,16.0,2024-02-14T05:04:00Z,,,250.0,
124447,Kaiser - Davis,Davis,CA,38.5407029,-121.7282179,,,,2019-04-06T05:03:00Z,,,3.0,
223821,"BOA CA3-147 (Davis, CA)",Davis,CA,38.54566,-121.74202,,,,2025-07-08T04:55:00Z,,,350.0,
2630,University of California - Davis Extension - Lot 80,Davis,CA,38.539336,-121.732405,,,,2025-06-24T07:26:00Z,,,3.7,
124445,UC DAVIS TAPS,Davis,CA,38.5387878,-121.7329102,,,,2019-12-24T09:14:00Z,,,3.0,
141162,Davis Commons,Davis,CA,38.54059,-121.74073,,,,2020-06-26T03:00:00Z,,,40.0,
342383,Davis Commons,Davis,CA,38.54059,-121.74073,,,,2025-06-24T07:26:00Z,,,50.0,
124452,City of Davis - City Hall,Davis,CA,38.546699,-121.7461,,,,2025-06-24T07:26:00Z,,,3.7,
269361,YOLO COUNTY 600 A ST. DAVIS,Davis,CA,38.548319,-121.747427,,,,2025-06-24T07:26:00Z,,,3.7,
276421,YOLO COUNTY DAVIS LIBRARY,Davis,CA,38.556797,-121.746613,,,,2025-06-24T07:26:00Z,,,3.7,
2758,University of California - Davis - Quad Parking Structure,Davis,CA,38.544538,-121.749713,,,,2025-06-24T07:26:00Z,,,3.7,
223835,ENTRY STATION #1,Davis,CA,38.553404,-121.712299,,,,2025-06-24T07:26:00Z,,,3.7,
223817,University of California - Davis - Lot 27,Davis,CA,38.541588,-121.754492,,,,2025-06-24T07:26:00Z,,,3.7,
269357,University of California @ Davis,Davis,CA,38.53363,-121.74905,,,,2024-05-19T14:45:00Z,,,150.0,
244861,University of California - Davis - Lot 1,Davis,CA,38.532775,-121.748494,,,,2025-06-24T07:26:00Z,,,3.7,
223819,University of California - Davis - Lot 25,Davis,CA,38.542846,-121.757899,,,,2025-06-24T07:26:00Z,,,3.7,
342410,University Mall - Tesla Supercharger,Davis,CA,38.547789,-121.759219,,,,2025-06-24T07:26:00Z,,,50.0,
2760,Wildhorse Golf Club,Davis,CA,38.569412,-121.721373,,,,2025-06-24T07:26:00Z,,,3.7,
91418,University of California - Davis - Lot 44,Davis,CA,38.535656,-121.754574,,,,2025-06-24T07:26:00Z,,,3.7,
91421,University of California - Davis - Lot 35,Davis,CA,38.54308,-121.761568,,,,2025-06-24T07:26:00Z,,,3.7,
223837,TARGET T2455 STATION 6,Davis,CA,38.554245,-121.699037,,,,2025-06-24T07:26:00Z,,,3.7,
342432,Shottenkirk Davis,Davis,CA,38.55151757158757,-121.6975999357153,,,,2025-06-24T07:26:00Z,,,3.7,
223839,TARGET T2455 STATION 4,Davis,CA,38.55484,-121.698319,,,,2025-06-24T07:26:00Z,,,3.7,
244870,McDonald's #4745,Davis,CA,38.55044,-121.69741,,,,2025-06-24T07:26:00Z,,,3.7,
48173,University Honda of Davis,Davis,CA,38.551486,-121.697458,,,,2020-06-26T03:00:00Z,,,3.7,
124444,University of California - Davis - Lot 49,Davis,CA,38.533624,-121.759346,,,,2025-06-24T07:26:00Z,,,3.7,
223836,TARGET T2455 STATION 1,Davis,CA,38.553917,-121.697744,,,,2025-06-24T07:26:00Z,,,3.7,
105722,LA SALLE,Davis,CA,38.5613555,-121.7614889,,,,2019-12-24T09:14:00Z,,,3.0,
342480,LA SALLE LA SALLE,Davis,CA,38.561356,-121.761489,,,,2025-06-24T07:26:00Z,,,3.7,
269365,TARGET T2455 STATION 2,Davis,CA,38.554996,-121.697669,,,,2025-06-24T07:26:00Z,,,3.7,
91420,University of California - Davis - Lot 56,Davis,CA,38.535524,-121.762984,,,,2025-06-24T07:26:00Z,,,3.7,
244875,RIBM-SACRD STATION 5,Davis,CA,38.555656,-121.695595,,,,2025-06-24T07:26:00Z,,,3.7,
223825,7-ELEVEN 38681 DAVIS DC1,Davis,CA,38.550057,-121.694023,,,,2024-08-14T12:58:00Z,,,62.0,
244876,RIBM-SACRD STATION 1,Davis,CA,38.55582,-121.69479,,,,2025-06-24T07:26:00Z,,,3.7,
124456,University Covenant Church,Davis,CA,38.55755,-121.6947,,,,2025-06-24T07:26:00Z,,,3.7,
91417,University of California - Davis- Lot 55,Davis,CA,38.53111172782076,-121.7626930687256,,,,2025-06-24T07:26:00Z,,,3.7,
124455,Hanlees Nissan,Davis,CA,38.55252,-121.69156,,,,2025-06-24T07:26:00Z,,,50.0,
244866,PH&EV Research Center,Davis,CA,38.542137,-121.770854,,,,2025-06-24T07:26:00Z,,,3.7,
124448,University of California Davis - Plug-In Hybrid and Electric Vehicle Research Center,Davis,CA,38.54167,-121.771,,,,2019-12-24T09:14:00Z,,,3.0,
141168,Greenlots - 112382U,Davis,CA,38.556055,-121.778869,,,,2020-06-26T03:00:00Z,,,3.7,
342415,DAVIS CA PORTAGE BAY 2,Davis,CA,38.548975,-121.786878,,,,2025-06-24T07:26:00Z,,,3.7,
105721,DAVIS CA,Davis,CA,38.5494977,-121.786933,,,,2019-12-24T09:14:00Z,,,3.0,
342420,DAVIS CA PORTAGE BAY 1,Davis,CA,38.549498,-121.786933,,,,2025-06-24T07:26:00Z,,,3.7,
223885,YOLO COUNTY YOLO LANDFILL,Woodland,CA,38.591042,-121.691473,,,,2025-06-24T07:26:00Z,,,3.7,
91419,University of California - Davis - Lot 31,Davis,CA,38.539319,-121.805298,,,,2025-06-24T07:26:00Z,,,3.7,
